,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
902,Carrera Alovera 🏃,9.88,2208,25.0,Run,1971284922,18-11-2018,"[40.595468, -3.249023]","[40.595531, -3.248927]",16.12,21.24,85.8,18.0,113.2,167.0,645.0,633.6,,,,,,36.8,10,Sunday,46,11,2018
903,Morning Run,1.4,457,6.0,Run,1971283955,18-11-2018,"[40.592584, -3.247447]","[40.592566, -3.247467]",11.06,19.44,87.7,17.0,102.8,113.0,705.8,700.6,,,,,,7.62,10,Sunday,46,11,2018
904,Regenerativo con Javi,11.95,3508,55.0,Run,1964673831,14-11-2018,"[40.642826, -3.175616]","[40.64122, -3.166818]",12.27,26.64,82.1,19.0,163.5,186.0,640.2,585.8,,,,,,58.47,18,Wednesday,46,11,2018
905,Enfriamiento,5.51,1631,82.0,Run,1958311733,11-11-2018,"[40.639479, -3.165108]","[40.639447, -3.165012]",12.16,16.2,84.2,22.0,173.3,192.0,707.2,655.6,,,,,,27.18,11,Sunday,45,11,2018
906,Carrera Mizu...petada pero aguantando al final,9.98,2330,145.0,Run,1958311673,11-11-2018,"[40.639379, -3.16489]","[40.639473, -3.164969]",15.42,29.52,85.5,21.0,160.3,194.0,709.2,654.6,,,,,,38.83,11,Sunday,45,11,2018
907,Calentamiento,1.67,533,17.0,Run,1958311502,11-11-2018,[],[],11.3,21.96,86.4,20.0,139.7,156.0,694.6,685.0,,,,,,8.88,10,Sunday,45,11,2018
908,Morning Run,4.92,1402,71.0,Run,1955876531,10-11-2018,"[40.64118, -3.166458]","[40.64126, -3.16659]",12.64,20.16,84.1,18.0,102.2,119.0,708.0,653.4,,,,,,23.37,8,Saturday,45,11,2018
909,Evening Run,9.62,2735,70.0,Run,1949689793,06-11-2018,"[40.626526, -3.152579]","[40.626174, -3.151146]",12.66,22.68,85.5,18.0,115.7,131.0,738.2,718.8,,,,,,45.58,18,Tuesday,45,11,2018
910,Rodaje alegre progresivo Biketimers y Dani,17.86,4629,102.0,Run,1944804639,04-11-2018,"[40.653127, -3.180746]","[40.65326, -3.181197]",13.89,19.44,85.8,16.0,146.8,179.0,591.0,571.0,,,,,,77.15,9,Sunday,44,11,2018
911,Calentamiento y....na de na',6.37,2013,60.0,Run,1939147882,01-11-2018,"[40.626834, -3.151753]","[40.627252, -3.151796]",11.39,14.4,87.0,17.0,129.2,177.0,636.6,618.6,,,,,,33.55,11,Thursday,44,11,2018
912,De carreras con Razola...,9.35,2409,90.0,Run,1938151780,31-10-2018,"[40.641065, -3.166652]","[40.640429, -3.164807]",13.97,22.32,84.4,17.0,172.6,185.0,727.8,683.0,,,,,,40.15,19,Wednesday,44,10,2018
913,3-2-3000 con Dani..,10.32,2614,34.0,Run,1936399665,30-10-2018,"[40.62613, -3.152094]","[40.626431, -3.152042]",14.21,19.44,84.2,13.0,154.5,178.0,717.8,704.4,,,,,,43.57,20,Tuesday,44,10,2018
914,regenerativo con Dani y Javi,11.07,3178,15.0,Run,1934598016,29-10-2018,"[40.626219, -3.151917]","[40.626863, -3.151589]",12.55,15.84,84.1,18.0,132.9,183.0,729.0,715.2,,,,,,52.97,20,Monday,44,10,2018
915,Abdomen,0.58,819,65.0,Workout,1934597896,29-10-2018,"[40.626908, -3.152052]","[40.626775, -3.151946]",2.56,7.92,,22.0,71.4,104.0,726.0,723.2,,,,,,13.65,19,Monday,44,10,2018
916,Rodaje progresivo con Dani y Javi,15.0,4000,157.0,Run,1929984899,27-10-2018,"[40.622175, -3.164353]","[40.621318, -3.165454]",13.5,24.12,85.5,14.0,158.6,177.0,777.6,723.4,,,,,,66.67,13,Saturday,43,10,2018
917,3*4*400/r1R2'' con Dani y Javi,11.55,3548,25.0,Run,1927194726,25-10-2018,"[40.62621, -3.152045]","[40.626393, -3.152027]",11.72,27.0,82.3,18.0,158.1,182.0,787.2,778.6,,,,,,59.13,20,Thursday,43,10,2018
918,3*10' con Dani,13.26,3761,15.0,Run,1923321330,23-10-2018,"[40.626318, -3.151816]","[40.626483, -3.152059]",12.7,21.96,82.2,19.0,164.4,203.0,731.6,707.2,,,,,,62.68,20,Tuesday,43,10,2018
919,Rodaje con Dani y Ramón,8.88,2407,56.0,Run,1921154768,22-10-2018,"[40.64799, -3.166649]","[40.641195, -3.166689]",13.27,17.64,82.3,20.0,125.5,167.0,710.2,656.8,,,,,,40.12,19,Monday,43,10,2018
920,Lunch Run,2.31,1040,34.0,Run,1917938372,21-10-2018,[],[],8.0,18.36,81.4,22.0,155.0,178.0,693.6,672.6,,,,,,17.33,11,Sunday,42,10,2018
921,Carrera mediterránea con Ramón,8.79,2038,117.0,Run,1917926549,21-10-2018,"[40.633876, -3.167152]","[40.634145, -3.167156]",15.53,23.4,85.2,19.0,160.6,182.0,693.4,640.8,,,,,,33.97,10,Sunday,42,10,2018
922,Morning Run,2.61,847,52.0,Run,1917925487,21-10-2018,"[40.64112, -3.166538]","[40.633556, -3.166901]",11.11,26.64,86.1,21.0,132.1,165.0,702.2,666.4,,,,,,14.12,9,Sunday,42,10,2018
923,¡Por fin! Volvemos...,61.35,7626,567.0,Ride,1916952412,20-10-2018,"[40.640617, -3.166499]","[40.639432, -3.150612]",28.96,69.12,,19.0,,,721.2,575.8,166.0,1266.3,False,,,127.1,10,Saturday,42,10,2018
924,Rodaje con Ramón y Tera,6.39,1817,76.0,Run,1912897600,18-10-2018,[],[],12.66,18.72,83.1,18.0,137.6,172.0,683.4,636.6,,,,,,30.28,19,Thursday,42,10,2018
925,Suave con Albacete,6.39,1866,65.0,Run,1906754356,15-10-2018,"[40.62652, -3.152185]","[40.626245, -3.152758]",12.33,18.72,83.4,18.0,159.4,172.0,736.8,715.0,,,,,,31.1,18,Monday,42,10,2018
926,Enfriamiento con Dani,1.59,507,2.0,Run,1906467789,13-10-2018,"[40.651569, -3.055463]","[40.653079, -3.054914]",11.28,13.32,81.3,26.0,188.4,201.0,843.2,839.2,,,,,,8.45,11,Saturday,41,10,2018
927,Carrera Centenera. ¡Aúpa Bike Time!,10.13,2776,223.0,Run,1906467633,13-10-2018,"[40.652711, -3.054785]","[40.652507, -3.054802]",13.14,34.92,81.1,23.0,180.6,205.0,1000.4,840.0,,,,,,46.27,11,Saturday,41,10,2018
928,Tirada larga Bike Time Tri,18.76,5184,38.0,Run,1889149941,07-10-2018,"[40.639275, -3.180795]","[40.644831, -3.174519]",13.03,21.24,83.8,16.0,161.6,178.0,675.6,659.6,,,,,,86.4,8,Sunday,40,10,2018
929,3.5*8' RM con Angelitros,13.74,3809,62.0,Run,1885053171,05-10-2018,"[40.64295, -3.17595]","[40.641482, -3.166879]",12.99,19.8,83.8,15.0,161.0,180.0,709.6,655.4,,,,,,63.48,8,Friday,40,10,2018
930,Primera de la temporada 2*6*80m Bike Time.,11.21,3847,121.0,Run,1882258293,03-10-2018,"[40.629644, -3.153216]","[40.629369, -3.153138]",10.49,23.4,81.8,20.0,143.7,174.0,746.0,706.0,,,,,,64.12,19,Wednesday,40,10,2018
931,A por otra temporada más...🏊🚴🏃,2.8,2908,0.0,Swim,1877553156,01-10-2018,[],[],3.47,12.6,22.6,,,,0.0,,,,,,,48.47,4,Monday,40,10,2018
932,Marcianada con Javi,7.05,7092,0.0,Swim,1870654486,28-09-2018,[],[],3.58,44.28,22.4,,,,0.0,,,,,,,118.2,0,Friday,39,9,2018
933,Morning Swim,2.0,1829,0.0,Swim,1869153271,27-09-2018,[],[],3.93,11.88,22.5,,,,0.0,,,,,,,30.48,7,Thursday,39,9,2018
934,Morning Swim,1.0,1050,0.0,Swim,1864486050,25-09-2018,[],[],3.43,10.44,23.3,,,,0.0,,,,,,,17.5,4,Tuesday,39,9,2018
935,Night Swim,2.05,2319,0.0,Swim,1857603455,22-09-2018,[],[],3.18,15.12,22.5,,,,0.0,,,,,,,38.65,0,Saturday,38,9,2018
936,Morning Swim,2.0,2192,0.0,Swim,1856184176,21-09-2018,[],[],3.28,15.48,22.5,,,,0.0,,,,,,,36.53,5,Friday,38,9,2018
937,Morning Swim,1.2,1305,0.0,Swim,1854440266,20-09-2018,[],[],3.31,9.0,21.0,,,,0.0,,,,,,,21.75,8,Thursday,38,9,2018
938,5°día seguido. Con Rulobitch <3,15.3,4303,140.0,Run,1826618359,08-09-2018,"[40.643402, -3.142965]","[40.64092, -3.16624]",12.81,20.16,82.6,21.0,,,700.4,603.6,,,,,,71.72,8,Saturday,36,9,2018
939,Rodaje con Razola. Gaaasss,11.28,2955,105.0,Run,1825799770,07-09-2018,"[40.644435, -3.132108]","[40.640333, -3.165103]",13.74,26.28,82.5,26.0,,,761.4,694.2,,,,,,49.25,19,Friday,36,9,2018
940,Cuestas con Ramón y Javi preparando Centenera,10.1,3316,206.0,Run,1822631663,06-09-2018,"[40.640862, -3.166552]","[40.641598, -3.167409]",10.96,20.16,82.7,19.0,,,682.6,629.0,,,,,,55.27,7,Thursday,36,9,2018
941,Rodaje con Dani ¡Cabrón!,11.75,3205,55.0,Run,1820483579,05-09-2018,"[40.640979, -3.166636]","[40.637796, -3.166644]",13.2,22.32,82.4,22.0,,,682.6,621.0,,,,,,53.42,8,Wednesday,36,9,2018
942,"20*30""f/30""s con Javi y Ramón.",12.0,3423,75.0,Run,1818056050,04-09-2018,"[40.643916, -3.17056]","[40.64094, -3.166287]",12.62,21.96,83.3,19.0,,,789.8,723.8,,,,,,57.05,7,Tuesday,36,9,2018
943,"Centenera con Javi, Dani, Cris y Alejandro",10.61,3620,215.0,Run,1807158973,30-08-2018,"[40.652748, -3.054742]","[40.65281, -3.054519]",10.55,26.28,80.3,25.0,167.8,196.0,998.0,834.8,,,,,,60.33,10,Thursday,35,8,2018
944,Escalera con Juanjo,8.37,2249,25.0,Run,1805913667,29-08-2018,"[40.645499, -3.061414]","[40.653121, -3.055024]",13.4,27.0,81.4,25.0,178.4,199.0,726.2,715.0,,,,,,37.48,19,Wednesday,35,8,2018
945,Carrera Centenera con Juanjo,10.14,3283,206.0,Run,1802413359,28-08-2018,"[40.652631, -3.054731]","[40.653063, -3.054364]",11.12,20.16,79.1,24.0,179.8,201.0,868.8,708.0,,,,,,54.72,9,Tuesday,35,8,2018
946,Evening Run,2.18,608,31.0,Run,1790530234,22-08-2018,"[40.649523, -3.056816]","[40.653183, -3.054279]",12.92,16.56,81.7,25.0,180.1,193.0,733.0,705.6,,,,,,10.13,20,Wednesday,34,8,2018
947,Evening Run,3.25,887,10.0,Run,1790529694,22-08-2018,"[40.648984, -3.059653]","[40.648984, -3.057397]",13.17,28.08,81.0,25.0,180.1,202.0,710.0,704.2,,,,,,14.78,20,Wednesday,34,8,2018
948,Evening Run,5.89,1656,27.0,Run,1772311695,14-08-2018,"[40.64925, -3.059556]","[40.648965, -3.05742]",12.79,24.12,81.4,27.0,177.1,200.0,714.0,697.0,,,,,,27.6,19,Tuesday,33,8,2018
949,Night Activity,0.0,3804,0.0,Workout,1771055055,14-08-2018,[],[],0.0,0.0,,28.0,107.1,163.0,582.0,570.0,,,,,,63.4,0,Tuesday,33,8,2018
950,Night Activity,0.0,4800,0.0,Workout,1741922490,01-08-2018,[],[],0.0,0.0,,29.0,105.0,165.0,590.6,560.6,,,,,,80.0,0,Wednesday,31,8,2018
951,Afternoon Activity,1.21,1252,12.0,Workout,1740134447,31-07-2018,[],[],3.48,17.28,,30.0,106.9,132.0,602.8,584.6,,,,,,20.87,15,Tuesday,31,7,2018
952,Morning Activity,0.0,2539,0.0,Workout,1738041672,30-07-2018,[],[],0.0,0.0,,29.0,122.4,155.0,590.6,586.8,,,,,,42.32,7,Monday,31,7,2018
953,Night Activity,0.0,1642,0.0,Workout,1721870803,23-07-2018,[],[],0.0,0.0,,29.0,105.6,137.0,648.8,626.0,,,,,,27.37,1,Monday,30,7,2018
954,Lunch Walk,4.02,2942,25.0,Walk,1721870783,22-07-2018,"[43.305501, -2.202392]","[43.287407, -2.177153]",4.92,12.24,56.8,31.0,108.6,160.0,3.8,-22.8,,,,,,49.03,12,Sunday,29,7,2018
955,Morning Walk,4.47,3398,26.0,Walk,1721870749,22-07-2018,"[43.287309, -2.17354]","[43.30514, -2.202951]",4.73,20.16,56.0,29.0,110.3,133.0,6.4,-16.0,,,,,,56.63,9,Sunday,29,7,2018
956,Morning Walk,4.84,2152,35.0,Walk,1721870619,21-07-2018,"[43.302071, -2.203168]","[43.30157, -2.202876]",8.1,12.96,66.7,29.0,127.2,180.0,19.4,1.4,,,,,,35.87,10,Saturday,29,7,2018
957,Night Walk,2.94,2095,53.0,Walk,1721870581,18-07-2018,[],[],5.05,13.68,57.1,29.0,107.0,150.0,691.6,653.4,,,,,,34.92,21,Wednesday,29,7,2018
958,Morning Activity,0.0,1806,0.0,Workout,1708480932,17-07-2018,[],[],0.0,0.0,,30.0,122.2,154.0,628.6,623.0,,,,,,30.1,6,Tuesday,29,7,2018
959,Morning Activity,0.0,2040,0.0,Workout,1708496480,11-07-2018,[],[],0.0,0.0,,30.0,105.4,159.0,666.4,662.4,,,,,,34.0,9,Wednesday,28,7,2018
960,Night Walk,4.69,3379,56.0,Walk,1708495731,03-07-2018,"[40.642914, -3.16455]","[40.641935, -3.166993]",5.0,9.36,57.4,28.0,101.3,179.0,638.2,575.0,,,,,,56.32,21,Tuesday,27,7,2018
961,Night Walk,7.32,4927,80.0,Walk,1676878833,02-07-2018,"[40.645544, -3.159971]","[40.641145, -3.166505]",5.35,10.08,57.3,29.0,97.5,131.0,650.8,583.8,,,,,,82.12,21,Monday,27,7,2018
962,Morning Walk,10.01,5070,151.0,Walk,1670949641,30-06-2018,"[40.641122, -3.166394]","[40.641947, -3.166793]",7.1,12.96,66.2,28.0,128.3,185.0,713.2,634.6,,,,,,84.5,7,Saturday,26,6,2018
963,Night Walk,7.2,3525,89.0,Walk,1668440375,28-06-2018,"[40.643592, -3.164398]","[40.641045, -3.166365]",7.35,21.96,66.8,30.0,128.3,176.0,1078.8,1014.0,,,,,,58.75,21,Thursday,26,6,2018
964,Morning Walk,1.8,976,33.0,Walk,1667170602,28-06-2018,"[40.631631, -3.164026]","[40.641063, -3.166453]",6.62,15.48,64.9,28.0,105.6,133.0,1034.6,1010.8,,,,,,16.27,8,Thursday,26,6,2018
965,Paseo hasta Marchamalo,14.01,7098,157.7,Run,1665147093,27-06-2018,"[40.641212, -3.166763]","[40.641242, -3.167058]",7.1,11.88,,,,,691.8,636.3,,,,,,118.3,8,Wednesday,26,6,2018
966,Paseo vespertino con Rodri y Saul,8.0,5118,133.2,Run,1665147073,26-06-2018,"[40.641041, -3.166837]","[40.64077, -3.166487]",5.62,12.6,,,,,737.2,667.0,,,,,,85.3,20,Tuesday,26,6,2018
967,Paseo matutino,8.7,4476,146.2,Run,1665147091,26-06-2018,"[40.641057, -3.166484]","[40.640753, -3.166423]",6.99,24.48,,,,,732.0,678.4,,,,,,74.6,8,Tuesday,26,6,2018
968,Evening Run,9.92,2448,14.0,Run,1668450639,23-06-2018,"[40.556489, -2.671579]","[40.556779, -2.671171]",14.58,18.36,85.4,30.0,,,1036.0,1030.0,,,,,,40.8,20,Saturday,25,6,2018
969,Evening Swim,1.52,1531,0.0,Swim,1668450465,23-06-2018,"[40.555929, -2.671143]","[40.556675, -2.671027]",3.56,3.96,32.3,25.0,,,1020.4,1020.4,,,,,,25.52,18,Saturday,25,6,2018
970,CA Tamajon-Muriel...crash,112.43,12426,1184.0,Ride,1629890993,10-06-2018,"[40.641427, -3.167249]","[40.713383, -3.194539]",32.57,67.68,85.9,17.0,,,1033.8,629.0,202.9,2521.3,True,881.0,253.0,207.1,9,Sunday,23,6,2018
971,Rodaje con Javi,9.2,2637,51.0,Run,1625023152,08-06-2018,"[40.641076, -3.166501]","[40.641413, -3.166928]",12.56,18.72,83.3,20.0,,,684.6,629.0,,,,,,43.95,14,Friday,23,6,2018
972,Qué calor!!!!!,5.92,1526,60.0,Run,1623586557,07-06-2018,"[40.640838, -3.166223]","[40.640588, -3.165853]",13.96,24.48,82.6,22.0,,,728.4,682.6,,,,,,25.43,19,Thursday,23,6,2018
973,Evening Run,2.94,816,33.0,Run,1617150127,04-06-2018,[],[],12.97,25.56,82.5,22.0,,,711.6,681.6,,,,,,13.6,19,Monday,23,6,2018
974,CA Cifuentes-Solanillos aaagggg,133.57,15543,1389.0,Ride,1614296490,03-06-2018,"[40.641478, -3.167115]","[40.640857, -3.16633]",30.93,65.52,87.0,21.0,151.4,189.0,1025.4,649.6,209.3,3253.1,True,893.0,238.0,259.05,8,Sunday,22,6,2018
975,Con Javi suavesito,61.97,8556,535.0,Ride,1609619612,01-06-2018,"[40.641158, -3.166872]","[40.640933, -3.166421]",26.07,56.88,87.8,20.0,123.9,150.0,720.6,574.8,148.6,1271.6,True,482.0,172.0,142.6,8,Friday,22,6,2018
976,Paseo con Reymon y Javi,82.98,12083,1064.0,Ride,1607641097,31-05-2018,"[40.641906, -3.16737]","[40.641693, -3.167147]",24.72,64.8,85.0,18.0,129.2,185.0,906.8,601.4,159.6,1928.4,True,772.0,198.0,201.38,8,Thursday,22,5,2018
977,Evening Ride,17.66,2514,226.0,Ride,1607641451,30-05-2018,"[40.641126, -3.166718]","[40.641375, -3.166226]",25.29,49.32,84.1,19.0,129.7,178.0,759.2,683.4,161.6,406.2,True,887.0,218.0,41.9,19,Wednesday,22,5,2018
978,Cuestas pasadas por agua,46.07,6653,926.0,Ride,1604283244,29-05-2018,"[40.642474, -3.165658]","[40.641158, -3.166387]",24.93,57.96,81.7,15.0,,,968.0,673.6,194.5,1293.8,True,853.0,247.0,110.88,18,Tuesday,22,5,2018
979,Soltando con los Perucha,63.36,8596,503.0,Ride,1604305742,27-05-2018,"[40.644121, -3.169956]","[40.641128, -3.166363]",26.53,58.32,86.1,26.0,,,944.8,678.4,141.1,1213.3,True,816.0,164.0,143.27,10,Sunday,21,5,2018
980,Evening Run,9.6,3170,135.4,Run,1617161988,26-05-2018,"[40.627414, -3.158961]","[40.628776, -3.15601]",10.9,20.52,81.9,23.0,,,721.4,680.4,,,,,,52.83,18,Saturday,21,5,2018
981,Afternoon Ride,87.25,8930,1450.0,Ride,1617162038,26-05-2018,"[40.556563, -2.6704]","[40.627334, -3.159088]",35.18,64.08,,21.0,,,1016.8,668.2,274.1,2447.6,False,,,148.83,17,Saturday,21,5,2018
982,Afternoon Swim,1.85,1668,0.0,Swim,1617161843,26-05-2018,"[40.557311, -2.665396]","[40.556464, -2.670302]",4.0,5.04,30.4,20.0,,,507.8,507.8,,,,,,27.8,14,Saturday,21,5,2018
983,Bici tri de Guada,86.65,8958,1090.0,Ride,1597750123,26-05-2018,"[40.555118, -2.671722]","[40.62702, -3.159307]",34.82,63.0,89.3,23.0,,,1035.4,709.6,247.8,2219.9,True,622.0,261.0,149.3,13,Saturday,21,5,2018
984,Evening Ride,5.32,660,32.0,Ride,1591550527,23-05-2018,"[40.621334, -3.157339]","[40.641361, -3.163293]",29.01,43.2,71.1,24.0,,,720.0,688.8,140.3,92.6,True,436.0,177.0,11.0,20,Wednesday,21,5,2018
985,Con ManuCA Chilo+recta (ida) apretando los dientes,38.95,4161,411.0,Ride,1591550716,23-05-2018,"[40.6397, -3.165407]","[40.619716, -3.155825]",33.7,57.96,86.0,25.0,,,905.6,668.8,248.8,1035.3,True,798.0,274.0,69.35,18,Wednesday,21,5,2018
986,Morning Swim,1.2,1150,0.0,Swim,1590743398,23-05-2018,[],[],3.75,7.92,22.1,,,,0.0,,,,,,,19.17,5,Wednesday,21,5,2018
987,Transición,7.0,1848,77.0,Run,1583880917,20-05-2018,"[40.640849, -3.166734]","[40.638422, -3.166579]",13.64,26.28,83.2,18.0,,,707.4,654.8,,,,,,30.8,12,Sunday,20,5,2018
988,BT 3*8' 90% -6días,74.12,9341,566.0,Ride,1583703489,20-05-2018,"[40.641169, -3.166718]","[40.641106, -3.166329]",28.57,55.8,82.1,16.0,,,889.2,576.0,159.6,1491.0,True,750.0,202.0,155.68,8,Sunday,20,5,2018
989,BT 30'ritmo Guada. ¡Ánimo Nahuel!,84.98,10461,902.0,Ride,1581606369,19-05-2018,"[40.641479, -3.167155]","[40.630821, -3.161079]",29.25,60.12,83.7,21.0,,,1018.0,692.8,193.5,2024.5,True,870.0,232.0,174.35,8,Saturday,20,5,2018
990,2xTri de Guada,12.0,3549,122.0,Run,1580432160,18-05-2018,"[40.632299, -3.178874]","[40.63121, -3.179695]",12.18,23.4,81.8,20.0,,,678.8,618.2,,,,,,59.15,19,Friday,20,5,2018
991,Modo Hámster ON,10.57,2772,18.0,Run,1575292629,16-05-2018,"[40.626925, -3.151142]","[40.626843, -3.151249]",13.72,16.2,83.5,19.0,166.7,177.0,729.2,716.6,,,,,,46.2,9,Wednesday,20,5,2018
992,CA Henche-Gualda,133.34,16036,1677.0,Ride,1573412787,15-05-2018,"[40.642057, -3.166799]","[40.62113, -3.156871]",29.93,66.6,84.3,19.0,,,1011.2,621.4,214.7,3443.0,True,745.0,239.0,267.27,9,Tuesday,20,5,2018
993,Morning Ride,55.04,6787,395.0,Ride,1568737262,13-05-2018,"[40.641925, -3.167386]","[40.643603, -3.163908]",29.2,58.32,83.5,12.0,140.8,183.0,687.0,565.2,194.8,1322.1,True,776.0,229.0,113.12,8,Sunday,19,5,2018
994,Afternoon Swim,1.46,2109,18.9,Swim,1575292778,12-05-2018,"[40.556417, -2.670292]","[40.556414, -2.670014]",2.49,3.6,23.1,19.0,,,734.0,702.7,,,,,,35.15,17,Saturday,19,5,2018
995,CA 3xCañizar con café y Donuts 👌,74.0,9582,1043.0,Ride,1566642977,12-05-2018,"[40.641618, -3.160142]","[40.640515, -3.166109]",27.8,61.92,82.7,19.0,142.4,171.0,949.8,653.0,197.9,1895.8,True,785.0,231.0,159.7,8,Saturday,19,5,2018
996,Pareja-Tendilla-Guada,73.04,9106,791.0,Ride,1566642646,11-05-2018,"[40.556599, -2.671418]","[40.64162, -3.166548]",28.88,58.32,83.4,25.0,148.5,164.0,1014.4,677.8,200.6,1826.8,True,844.0,215.0,151.77,17,Friday,19,5,2018
997,Afternoon Swim,2.06,2138,18.5,Swim,1565457217,11-05-2018,"[40.556424, -2.670345]","[40.556327, -2.669981]",3.47,5.04,29.4,19.0,,,722.6,704.0,,,,,,35.63,16,Friday,19,5,2018
998,Evening Run,13.0,4110,142.0,Run,1562822914,10-05-2018,"[40.650873, -3.17103]","[40.640895, -3.166009]",11.39,18.0,81.5,24.0,157.9,186.0,699.0,606.6,,,,,,68.5,19,Thursday,19,5,2018
999,CA Peñalver-Irueste 20'Guada,87.0,10967,1047.0,Ride,1559781355,09-05-2018,"[40.641376, -3.166952]","[40.640872, -3.166501]",28.56,66.6,81.1,23.0,149.0,192.0,999.8,684.6,192.6,2112.1,True,672.0,231.0,182.78,9,Wednesday,19,5,2018
1000,Morning Swim,1.0,1294,0.0,Swim,1562821619,07-05-2018,[],[],2.78,5.76,20.3,,,,0.0,,,,,,,21.57,5,Monday,19,5,2018
1001,Carrera triatlón Toledo,20.8,5978,51.6,Run,1553156086,06-05-2018,"[39.863046, -4.015966]","[39.862586, -4.01612]",12.52,16.56,82.4,23.0,,,447.2,436.4,,,,,,99.63,12,Sunday,18,5,2018
1002,Bici triatlón Toledo,78.33,8689,1132.8,Ride,1553156254,06-05-2018,"[40.012715, -4.697005]","[39.861985, -4.015935]",32.45,61.56,88.8,18.0,,,535.2,349.0,245.3,2131.7,True,523.0,253.0,144.82,10,Sunday,18,5,2018
1003,Morning Ride,78.09,8634,912.0,Ride,1559781530,06-05-2018,"[40.013575, -4.695467]","[39.862049, -4.015874]",32.56,61.92,88.0,18.0,,,644.6,383.8,245.4,2119.1,True,510.0,251.0,143.9,7,Sunday,18,5,2018
1004,Natación triatlón Toledo,0.0,1653,0.0,Swim,1553155986,05-05-2018,[],[],0.0,0.0,30.7,16.0,,,363.2,363.2,,,,,,27.55,23,Saturday,18,5,2018
1005,Lunch Ride,8.84,1298,89.0,Ride,1553142167,05-05-2018,"[40.641132, -3.16658]","[40.641119, -3.166368]",24.51,46.08,84.5,25.0,,,731.8,682.0,146.6,190.3,True,882.0,168.0,21.63,12,Saturday,18,5,2018
1006,Lunch Ride,4.78,821,44.0,Ride,1607657207,04-05-2018,"[40.639085, -3.150725]","[40.641177, -3.166321]",20.98,49.68,76.5,23.0,143.5,175.0,682.4,625.6,106.0,87.0,True,643.0,143.0,13.68,12,Friday,18,5,2018
1007,Café en Torija con El Cafetero y El Cabrero + activación 10',50.72,7156,695.0,Ride,1548722980,04-05-2018,"[40.641104, -3.166729]","[40.644298, -3.142407]",25.51,70.2,84.5,15.0,148.6,185.0,944.8,664.0,183.5,1312.8,True,626.0,216.0,119.27,9,Friday,18,5,2018
1008,Suave con Dani y compañia ,43.15,5362,216.0,Ride,1547543041,03-05-2018,"[40.641505, -3.167076]","[40.641878, -3.166817]",28.97,61.56,85.3,21.0,147.2,184.0,738.8,637.8,167.1,896.1,True,946.0,214.0,89.37,17,Thursday,18,5,2018
1009,Gallus One love,11.23,3254,95.0,Run,1545360274,02-05-2018,"[40.641903, -3.142456]","[40.641806, -3.142525]",12.42,19.44,81.8,21.0,143.9,155.0,765.6,716.6,,,,,,54.23,17,Wednesday,18,5,2018
1010,Primer día en 15 días...ni tan mal,1.0,856,0.0,Swim,1544957648,02-05-2018,[],[],4.2,11.16,23.4,,,,0.0,,,,,,,14.27,5,Wednesday,18,5,2018
1011,Yunquera y vuelta con los Peru,41.6,5555,234.0,Ride,1529522067,24-04-2018,"[40.641077, -3.166358]","[40.642268, -3.164157]",26.96,57.6,81.2,21.0,,,692.6,596.4,146.8,815.4,True,928.0,178.0,92.58,19,Tuesday,17,4,2018
1012,"Muerte🌞 y destrucción, pero con los Gallus💪",14.72,4070,35.0,Run,1516266695,18-04-2018,"[40.650925, -3.174481]","[40.650787, -3.174873]",13.02,19.8,83.3,27.0,165.3,191.0,600.8,589.2,,,,,,67.83,17,Wednesday,16,4,2018
1013,BT 4*5' prog,60.06,7261,297.0,Ride,1514126263,17-04-2018,"[40.641311, -3.166874]","[40.641576, -3.167363]",29.78,53.28,88.0,24.0,132.3,169.0,648.4,554.8,161.3,1171.3,True,781.0,202.0,121.02,16,Tuesday,16,4,2018
1014,10km modo hámster,10.01,3072,12.0,Run,1512252172,16-04-2018,"[40.626794, -3.150669]","[40.626722, -3.151467]",11.74,15.12,81.1,23.0,148.3,155.0,725.8,713.2,,,,,,51.2,18,Monday,16,4,2018
1015,Lunch Run,3.51,953,29.0,Run,1509776465,15-04-2018,[],[],13.24,45.72,82.3,20.0,157.5,169.0,596.8,585.6,,,,,,15.88,12,Sunday,15,4,2018
1016,BT rodaje,109.55,14648,1343.0,Ride,1509790593,15-04-2018,"[40.641369, -3.16668]","[40.640937, -3.166687]",26.92,69.12,82.2,12.0,136.7,174.0,952.2,637.2,178.9,2620.7,True,1005.0,205.0,244.13,8,Sunday,15,4,2018
1017,BT Test 20' en llano 🚀,97.98,11770,438.0,Ride,1507441525,14-04-2018,"[40.6427, -3.165129]","[40.640776, -3.166454]",29.97,51.84,82.6,12.0,139.1,186.0,713.6,609.0,171.9,2023.6,True,917.0,211.0,196.17,8,Saturday,15,4,2018
1018,4xIriepal,38.01,5137,850.0,Ride,1504768673,12-04-2018,"[40.641297, -3.166917]","[40.638596, -3.164127]",26.64,62.28,84.8,8.0,152.8,190.0,1062.4,766.4,219.0,1124.8,True,687.0,250.0,85.62,19,Thursday,15,4,2018
